claim_id,claim,cited_doc_id,label
785,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,12471115,
793,Mitochondria are uninvolved in apoptosis.,8551160,CONTRADICT
800,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,22543403,
805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793,SUPPORT
805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,22180793,SUPPORT
808,Most termination events in Okazaki fragments are sequence specific.,36606083,SUPPORT
811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,19799455,CONTRADICT
811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,19799455,CONTRADICT
814,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",33387953,
820,N-terminal cleavage increases success identifying transcription start sites.,8646760,
821,N-terminal cleavage reduces success identifying transcription start sites.,8646760,
823,N348I mutations cause resistance to zidovudine (AZT).,15319019,SUPPORT
830,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,1897324,
831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,1897324,
832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,30303335,SUPPORT
832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,30303335,SUPPORT
832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,30303335,SUPPORT
834,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,5483793,
837,NR5A2 is important in development of endometrial tissues.,15928989,SUPPORT
837,NR5A2 is important in development of endometrial tissues.,15928989,SUPPORT
839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,1469751,SUPPORT
839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,1469751,SUPPORT
845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,17741440,SUPPORT
847,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,16787954,CONTRADICT
852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,13843341,CONTRADICT
852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,13843341,CONTRADICT
859,Normal expression of RUNX1 has tumor-promoting effects.,1982286,CONTRADICT
870,Obesity decreases life quality.,195689316,
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
873,Obesity is determined solely by environmental factors.,1180972,CONTRADICT
873,Obesity is determined solely by environmental factors.,19307912,CONTRADICT
873,Obesity is determined solely by environmental factors.,27393799,CONTRADICT
873,Obesity is determined solely by environmental factors.,29025270,CONTRADICT
873,Obesity is determined solely by environmental factors.,3315558,CONTRADICT
879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,8426046,CONTRADICT
880,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,8426046,SUPPORT
882,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,14803797,CONTRADICT
887,Only a minority of cells survive development after differentiation into stress-resistant spores.,18855191,
903,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,10648422,CONTRADICT
903,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,10648422,CONTRADICT
904,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,7370282,SUPPORT
907,PGE 2 promotes intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,6923961,
911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,11254556,SUPPORT
911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,11254556,SUPPORT
913,PPAR-RXRs are inhibited by PPAR ligands.,3203590,
914,PPAR-RXRs can be activated by PPAR ligands.,3203590,
921,Participating in six months of physical activity improves cognitive functioning.,1642727,SUPPORT
921,Participating in six months of physical activity improves cognitive functioning.,1642727,SUPPORT
921,Participating in six months of physical activity improves cognitive functioning.,1642727,SUPPORT
922,Patients in stable partnerships have a faster progression from HIV to AIDS.,17077004,CONTRADICT
922,Patients in stable partnerships have a faster progression from HIV to AIDS.,17077004,CONTRADICT
936,Peroxynitrite is required for nitration of TCR/CD8.,5483793,SUPPORT
956,Pleiotropic coupling of GLP-1R to intracellular effectors promotes distinct profiles of cellular signaling.,12956194,
957,Podocytes are motile and migrate in the presence of injury.,123859,SUPPORT
960,Polymeal nutrition reduces cardiovascular mortality.,8780599,SUPPORT
960,Polymeal nutrition reduces cardiovascular mortality.,8780599,SUPPORT
967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,2119889,SUPPORT
967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,8997410,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,46695481,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,27873158,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,28617573,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,9764256,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,46695481,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,27873158,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,28617573,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,9764256,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,46695481,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,27873158,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,28617573,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,9764256,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,46695481,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,27873158,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,28617573,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,9764256,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,46695481,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,27873158,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,28617573,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,9764256,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,46695481,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,27873158,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,28617573,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,9764256,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,46695481,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,27873158,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,28617573,SUPPORT
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,9764256,SUPPORT
975,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,5304891,
982,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,2988714,SUPPORT
985,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,6828370,SUPPORT
993,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,16472469,CONTRADICT
1012,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,9745001,SUPPORT
1012,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,9745001,SUPPORT
1014,Rapamycin decreases the concentration of triacylglycerols in fruit flies.,6277638,
1019,Rapid phosphotransfer rates govern fidelity in two component systems,11603066,SUPPORT
1020,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,9433958,SUPPORT
1021,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,9433958,CONTRADICT
1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,5373138,SUPPORT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,13923140,CONTRADICT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,13940200,CONTRADICT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,11899391,CONTRADICT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,13923140,CONTRADICT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,13940200,CONTRADICT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,11899391,CONTRADICT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,13923140,CONTRADICT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,13940200,CONTRADICT
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,11899391,CONTRADICT
1041,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,25254425,CONTRADICT
1041,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,16626264,CONTRADICT
1049,Ribosomopathies have a low degree of cell and tissue specific pathology.,12486491,CONTRADICT
1062,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,20381484,SUPPORT
1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140,SUPPORT
1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140,SUPPORT
1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,39281140,SUPPORT
1088,Silencing of Bcl2 is important for the maintenance and progression of tumors.,37549932,CONTRADICT
1089,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,17628888,SUPPORT
1099,Statins decrease blood cholesterol.,7662206,
1100,Statins increase blood cholesterol.,7662206,
1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,3898784,SUPPORT
1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,3898784,SUPPORT
1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,3898784,SUPPORT
1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,3898784,SUPPORT
1107,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,20532591,SUPPORT
1110,Suboptimal nutrition is not predictive of chronic disease,13770184,CONTRADICT
1121,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,4456756,SUPPORT
1130,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,17997584,CONTRADICT
1132,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,33499189,SUPPORT
1132,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,9283422,SUPPORT
1137,TNFAIP3 is a tumor suppressor in glioblastoma.,33370,CONTRADICT
1137,TNFAIP3 is a tumor suppressor in glioblastoma.,33370,CONTRADICT
1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,12009265,CONTRADICT
1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,12009265,CONTRADICT
1144,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,10071552,CONTRADICT
1144,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,10071552,CONTRADICT
1144,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,10071552,CONTRADICT
1146,Teaching hospitals do not provide better care than non-teaching hospitals.,13906581,SUPPORT
1146,Teaching hospitals do not provide better care than non-teaching hospitals.,13906581,SUPPORT
1146,Teaching hospitals do not provide better care than non-teaching hospitals.,13906581,SUPPORT
1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,11369420,SUPPORT
1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,11369420,SUPPORT
1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,11369420,SUPPORT
1163,The DdrB protein from Deinococcus radiodurans is an alternative SSB.,15305881,SUPPORT
1175,The PPR MDA5 has two N-terminal CARD domains.,31272411,
1179,The PRR MDA5 has a central DExD/H RNA helices domain.,31272411,
1180,The PRR MDA5 is a sensor of RNA virus infection.,31272411,SUPPORT
1185,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,16737210,SUPPORT
1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,52873726,SUPPORT
1191,The amount of publicly available DNA data doubles every 10 years.,30655442,
1194,The arm density of TatAd complexes is due to structural rearrangements within Class1 TatAd complexes such as the 'charge zipper mechanism'.,11419230,
1196,The availability of safe places to study is effective at decreasing homelessness.,25649714,
1197,The availability of safe places to study is not effective at decreasing homelessness.,25649714,
1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,16760369,
1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,3441524,
1202,The center of the granuloma in an immune cell induces a pro-inflammatory immune response.,3475317,SUPPORT
1204,The combination of H3K4me3 and H3K79me2 is found in quiescent hair follicle stem cells.,31141365,
1207,The composition of myosin-II isoform switches from the polarizable B isoform to the more homogenous A isoform during hematopoietic differentiation.,18909530,
1213,The deregulated and prolonged activation of monocytes has deleterious effects in inflammatory diseases.,14407673,
1216,The extracellular domain of TMEM27 is cleaved in human beta cells.,24142891,SUPPORT
1221,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,19736671,CONTRADICT
1225,The locus rs647161 is associated with colorectal carcinoma.,9650982,SUPPORT
1226,"The loss of the TET protein functions may have dire biological consequences, such as myeloid cancers.",13777138,
1232,The minor G allele of FOXO3 is related to more severe symptoms of Crohn's Disease.,13905670,CONTRADICT
1241,The myocardial lineage develops from cardiac progenitors of mesodermal origin.,4427392,SUPPORT
1245,The one-child policy has been successful in lowering population growth.,7662395,
1245,The one-child policy has been successful in lowering population growth.,7662395,
1259,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,24341590,SUPPORT
1259,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,24341590,SUPPORT
1259,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,24341590,SUPPORT
1262,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,44172171,SUPPORT
1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",37480103,SUPPORT
1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",37480103,SUPPORT
1270,The risk of male prisoners harming themselves is ten times that of female prisoners.,13900610,CONTRADICT
1270,The risk of male prisoners harming themselves is ten times that of female prisoners.,13900610,CONTRADICT
1271,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,13768432,SUPPORT
1271,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,13768432,SUPPORT
1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,17081238,
1273,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,11041152,SUPPORT
1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,12428814,SUPPORT
1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,27731651,SUPPORT
1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,4406819,SUPPORT
1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,12428814,SUPPORT
1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,27731651,SUPPORT
1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,4406819,SUPPORT
1278,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,11335781,
1279,The treatment of cancer patients with co-IR blockade precipitates adverse autoimmune events.,11335781,
1280,"The ureABIEFGH gene cluster encodes urease maturation proteins : UreD/UreH, UreE, UreF, and UreG.",4387784,
1281,The ureABIEFGH gene cluster is induced by nickel (II) ion.,4387784,
1282,Therapeutic use of the drug Dapsone to treat pyoderma gangrenous is based on anecdotal evidence.,23649163,
1290,There is an inverse relationship between hip fractures and statin use.,4687948,SUPPORT
1290,There is an inverse relationship between hip fractures and statin use.,4687948,SUPPORT
1290,There is an inverse relationship between hip fractures and statin use.,4687948,SUPPORT
1290,There is an inverse relationship between hip fractures and statin use.,4687948,SUPPORT
1292,There is no association between HNF4A mutations and diabetes risks.,56893404,
1298,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,11718220,SUPPORT
1298,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,11718220,SUPPORT
1303,Tirasemtiv has no effect on fast-twitch muscle.,12631697,CONTRADICT
1303,Tirasemtiv has no effect on fast-twitch muscle.,12631697,CONTRADICT
1316,Transferred UCB T cells acquire a memory-like phenotype in recipients.,27910499,
1319,Transplanted human glial cells can differentiate within the host animal.,16284655,SUPPORT
1320,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,16284655,CONTRADICT
1332,Tumor necrosis factor alpha (TNF-α) and interleukin-1 (IL-1) are pro-inflammatory cytokines that inhibit IL-6 and IL-10.,5304891,
1335,UCB T cells maintain high TCR diversity after transplantation.,27910499,SUPPORT
1336,UCB T cells reduce TCR diversity after transplantation.,27910499,CONTRADICT
1337,Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.,20231138,SUPPORT
1339,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,15482274,CONTRADICT
1339,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,15482274,CONTRADICT
1344,Up-regulation of the p53 pathway and related molecular events casues cancer resistance and results in a significantly shortened lifespan marked by senescent cells and accelerated organismal aging.,9559146,
1352,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,12885341,SUPPORT
1352,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,12885341,SUPPORT
1359,Varenicline monotherapy is more effective after 12 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,11614737,CONTRADICT
1362,Venules have a larger lumen diameter than arterioles.,8290953,
1363,Venules have a thinner or absent smooth layer compared to arterioles.,8290953,
1368,Vitamin D deficiency effects the term of delivery.,2425364,SUPPORT
1368,Vitamin D deficiency effects the term of delivery.,2425364,SUPPORT
1368,Vitamin D deficiency effects the term of delivery.,2425364,SUPPORT
1368,Vitamin D deficiency effects the term of delivery.,2425364,SUPPORT
1370,Vitamin D deficiency is unrelated to birth weight.,2425364,CONTRADICT
1370,Vitamin D deficiency is unrelated to birth weight.,2425364,CONTRADICT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,16322674,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,27123743,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,23557241,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,17450673,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,16322674,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,27123743,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,23557241,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,17450673,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,16322674,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,27123743,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,23557241,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,17450673,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,16322674,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,27123743,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,23557241,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,17450673,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,16322674,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,27123743,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,23557241,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,17450673,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,16322674,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,27123743,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,23557241,SUPPORT
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,17450673,SUPPORT
1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,17755060,CONTRADICT
1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,17755060,CONTRADICT
1385,cSMAC formation enhances weak ligand signalling.,306006,SUPPORT
1389,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,23895668,SUPPORT
1395,p16INK4A accumulation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,17717391,
